,failure,fold,preds
733,1,46,0.34909388422966003
734,1,26,0.16200169920921326
735,1,32,0.18108594417572021
736,0,3,0.15563425421714783
737,0,37,0.24502989649772644
738,0,4,0.21191516518592834
739,0,9,0.28895264863967896
740,1,42,0.2176274061203003
741,0,26,0.21461668610572815
742,0,5,0.19409364461898804
743,0,33,0.2422601580619812
744,0,11,0.18564260005950928
745,1,12,0.17790839076042175
746,0,19,0.2796676754951477
747,1,47,0.16937533020973206
748,0,18,0.18938210606575012
749,0,3,0.18410375714302063
750,0,32,0.18324992060661316
751,1,44,0.35524505376815796
752,1,5,0.194889098405838
753,0,14,0.23690512776374817
754,0,18,0.3823583126068115
755,0,32,0.2022126019001007
756,0,2,0.190455824136734
757,0,26,0.17768478393554688
758,0,30,0.14015191793441772
759,0,15,0.19845113158226013
760,0,17,0.19819727540016174
761,0,31,0.25487422943115234
762,1,37,0.26303476095199585
763,0,12,0.15548798441886902
764,0,40,0.24277684092521667
765,0,0,0.1625417172908783
766,0,28,0.260861337184906
767,0,22,0.29875582456588745
768,1,14,0.2136719822883606
769,1,32,0.20155730843544006
770,0,22,0.2983047366142273
771,1,20,0.25626522302627563
772,0,17,0.2702066898345947
773,0,15,0.26934999227523804
774,0,47,0.20051756501197815
775,1,49,0.2414919137954712
776,1,48,0.2043919563293457
777,0,7,0.23413950204849243
778,1,46,0.24500566720962524
779,0,0,0.1512734591960907
780,0,31,0.20257806777954102
781,0,42,0.2295774519443512
782,1,8,0.1711502969264984
783,0,24,0.16646528244018555
784,0,42,0.315879762172699
785,0,48,0.16472983360290527
786,0,1,0.1353623867034912
787,0,39,0.23285320401191711
788,1,26,0.20565712451934814
789,0,13,0.14178979396820068
790,1,39,0.21418815851211548
791,0,16,0.1355471909046173
792,0,42,0.2659415602684021
793,0,32,0.19650548696517944
794,1,24,0.2092241644859314
795,0,12,0.1280387043952942
796,0,42,0.18530267477035522
797,0,45,0.1958334743976593
798,0,41,0.14665165543556213
799,1,39,0.22173988819122314
800,0,18,0.19849270582199097
801,0,16,0.18456989526748657
802,0,46,0.15522003173828125
803,0,34,0.24293816089630127
804,0,18,0.2631799280643463
805,0,34,0.21271675825119019
806,0,16,0.45671534538269043
807,1,32,0.19652628898620605
808,1,33,0.18338090181350708
809,0,25,0.1797647476196289
810,0,29,0.3421574831008911
811,1,47,0.19068938493728638
812,1,35,0.2150290310382843
813,0,5,0.16649606823921204
814,0,24,0.21942609548568726
815,0,16,0.2221362590789795
816,0,2,0.24502363801002502
817,0,16,0.16678884625434875
818,0,24,0.28615981340408325
819,0,6,0.1857374906539917
820,1,46,0.2875078320503235
821,0,0,0.18121463060379028
822,0,10,0.22026827931404114
823,0,26,0.171953022480011
824,0,48,0.3059590458869934
825,0,29,0.2025759518146515
826,0,44,0.2162952721118927
827,0,39,0.18215817213058472
828,0,4,0.23695090413093567
829,0,23,0.2062908411026001
830,1,47,0.25591591000556946
831,0,35,0.25080347061157227
832,0,12,0.12870439887046814
833,0,14,0.2637646198272705
834,0,14,0.32885298132896423
835,0,8,0.1671612560749054
836,1,41,0.24479267001152039
837,1,17,0.2596970796585083
838,1,42,0.2869529724121094
839,0,14,0.22125864028930664
840,0,24,0.1652088165283203
841,0,21,0.2128084897994995
842,0,44,0.2548474073410034
843,0,26,0.16319918632507324
844,1,33,0.1599375307559967
845,0,42,0.1720564365386963
846,0,24,0.21358433365821838
847,0,13,0.1521097719669342
848,0,24,0.16119074821472168
849,0,14,0.1685144603252411
850,0,25,0.18230658769607544
851,0,31,0.18991431593894958
852,0,22,0.17980501055717468
853,0,47,0.3206808865070343
854,0,13,0.4272485375404358
855,0,33,0.10630068182945251
856,0,32,0.22373950481414795
857,0,28,0.17087861895561218
858,0,19,0.18450257182121277
859,0,8,0.17983609437942505
860,0,16,0.22113990783691406
861,0,40,0.20022231340408325
862,0,35,0.22196534276008606
863,0,32,0.24240544438362122
864,1,4,0.2519289553165436
865,0,3,0.2079533338546753
866,0,6,0.1951780915260315
867,0,11,0.22074970602989197
868,0,27,0.3519384264945984
869,0,39,0.16056284308433533
870,1,24,0.1674347221851349
871,0,42,0.20878386497497559
872,0,45,0.17796111106872559
873,1,46,0.1786152720451355
874,0,37,0.1922677457332611
875,0,19,0.11131510138511658
876,0,22,0.16708645224571228
877,0,49,0.18312156200408936
878,0,26,0.15085506439208984
879,0,33,0.1609375774860382
880,0,46,0.1776534914970398
881,0,36,0.2201719880104065
882,0,6,0.1621657907962799
883,0,6,0.11384713649749756
884,0,44,0.26016443967819214
885,1,10,0.3383369445800781
886,1,49,0.16808989644050598
887,0,7,0.18995895981788635
888,0,34,0.17377370595932007
889,0,13,0.20850792527198792
890,0,40,0.2965889573097229
891,0,49,0.10293123126029968
892,0,6,0.2350168228149414
893,0,3,0.13801386952400208
894,1,2,0.30164602398872375
895,0,32,0.21344268321990967
896,1,1,0.17138388752937317
897,1,30,0.20146149396896362
898,1,6,0.2912445068359375
899,0,26,0.15955981612205505
900,0,36,0.2910178303718567
901,0,33,0.22366663813591003
902,1,25,0.18212175369262695
903,1,24,0.2770189940929413
904,0,44,0.1600044071674347
905,0,4,0.21266716718673706
906,0,23,0.1467130184173584
907,0,45,0.1799551546573639
908,0,42,0.2553447484970093
909,0,21,0.16981518268585205
910,0,20,0.15489336848258972
911,0,25,0.19669142365455627
912,0,3,0.19753101468086243
913,0,1,0.20834049582481384
914,1,46,0.27429598569869995
915,0,45,0.2557065188884735
916,1,35,0.2887301445007324
917,1,45,0.15781179070472717
918,0,4,0.19822484254837036
919,0,16,0.2536996603012085
920,0,23,0.1663687825202942
921,0,30,0.2476576566696167
922,0,25,0.2006886601448059
923,1,48,0.237490713596344
924,0,25,0.16352644562721252
925,1,33,0.260408878326416
926,0,21,0.23992979526519775
927,0,10,0.29071468114852905
928,1,24,0.23308783769607544
929,0,26,0.15003284811973572
930,0,33,0.30428066849708557
931,0,36,0.18948116898536682
932,1,7,0.270947128534317
933,1,12,0.1409515142440796
